,idaviso,cluster
195,1112343230,10
196,1112343233,10
197,1112343240,10
198,1112343260,10
199,1112343261,10
200,1112343264,10
201,1112343275,10
202,1112408760,10
203,1112408766,10
204,1112408768,10
205,1112408779,10
206,1112408780,10
207,1112408781,10
208,1112408788,10
209,1112408805,10
210,1112408816,10
211,1112408821,10
212,1112408823,10
213,1112277675,10
214,1112277720,10
215,1112343237,10
216,1112408834,10
217,1112277689,10
218,1112343203,10
219,1112408776,10
220,1112408790,10
221,1112277677,10
222,1112343243,10
223,1112015658,10
224,1112277768,10
225,1112277771,10
226,1112277774,10
227,1112277779,10
228,1112277781,10
229,1112277792,10
230,1112277793,10
231,1112277794,10
232,1112277798,10
233,1112277811,10
234,1112277820,10
235,1112277833,10
236,1112277839,10
237,1112277845,10
238,1112277864,10
239,1112343299,10
240,1112343303,10
241,1112343314,10
242,1112343316,10
243,1112343317,10
244,1112343323,10
245,1112343325,10
246,1112343336,10
247,1112343340,10
248,1112343347,10
249,1112343364,10
250,1112408839,10
251,1112408853,10
252,1112408868,10
253,1112408910,10
254,1112277786,10
255,1112408930,10
256,1112408912,10
257,1112212235,10
258,1111753636,10
259,1111753681,10
260,1112146796,10
261,1112212389,10
262,1112277920,10
263,1112277939,10
264,1112277968,10
265,1112277991,10
266,1112343401,10
267,1112343403,10
268,1112343405,10
269,1112343411,10
270,1112343413,10
271,1112343419,10
272,1112343438,10
273,1112343444,10
274,1112343471,10
275,1112343478,10
276,1112408949,10
277,1112408950,10
278,1112409006,10
279,1112409020,10
280,1112409041,10
281,1111688104,10
282,1111950301,10
283,1112212430,10
284,1112343448,10
285,1112343527,10
286,1112408939,10
287,1112409026,10
288,1112409053,10
289,1112277948,10
290,1112408969,10
291,1112409051,10
292,1112343409,10
293,1111950343,10
294,1111950359,10
295,1112147074,10
296,1112212495,10
297,1112212619,10
298,1112278001,10
299,1112278015,10
300,1112278019,10
301,1112278041,10
302,1112278050,10
303,1112278121,10
304,1112278128,10
305,1112343636,10
306,1112343683,10
307,1112409079,10
308,1112409121,10
309,1112409128,10
310,1112409132,10
311,1112409158,10
312,1112409171,10
313,1112409173,10
314,1112409176,10
315,1112409194,10
316,1111622745,10
317,1112212585,10
318,1112212598,10
319,1112278127,10
320,1112343541,10
321,1112409077,10
322,1112409126,10
323,1112409165,10
324,1112212594,10
325,1112343536,10
326,1112409206,10
327,1112278081,10
328,1112278099,10
329,1112409110,10
330,1112409129,10
331,1112212620,10
332,1112212621,10
333,1112212625,10
334,1112212643,10
335,1112212662,10
336,1112212669,10
337,1112212678,10
338,1112212689,10
339,1112212704,10
340,1112212715,10
341,1112212734,10
342,1112212735,10
343,1112278160,10
344,1112278234,10
345,1112343730,10
346,1112343774,10
347,1112343797,10
348,1112409234,10
349,1112409241,10
350,1112409287,10
351,1112409290,10
352,1112409327,10
353,1111753928,10
354,1112212631,10
355,1112212634,10
356,1112212639,10
357,1112212650,10
358,1112212729,10
359,1112278178,10
360,1112343777,10
361,1112409295,10
362,1112212668,10
363,1112212728,10
364,1112016125,10
365,1112278231,10
366,1111754001,10
367,1111950699,10
368,1112016155,10
369,1112147312,10
370,1112212738,10
371,1112212746,10
372,1112212753,10
373,1112212760,10
374,1112212762,10
375,1112212771,10
376,1112212775,10
377,1112212782,10
378,1112212786,10
379,1112212788,10
380,1112212796,10
381,1112212803,10
382,1112212842,10
383,1112212850,10
384,1112212854,10
385,1112278307,10
386,1112278312,10
387,1112343886,10
388,1112409369,10
389,1112409370,10
390,1112409388,10
391,1112409390,10
392,1112409404,10
393,1112212754,10
394,1112212797,10
395,1112278279,10
396,1112278297,10
397,1112409360,10
398,1112409398,10
399,1112409428,10
400,1112409440,10
401,1112212794,10
402,1112212855,10
403,1112212909,10
404,1112212915,10
405,1112212929,10
406,1112212991,10
407,1112213005,10
408,1112213007,10
409,1112278394,10
410,1112278412,10
411,1112278429,10
412,1112278474,10
413,1112278485,10
414,1112278492,10
415,1112278519,10
416,1112343960,10
417,1112343977,10
418,1112344005,10
419,1112344027,10
420,1112409484,10
421,1112409522,10
422,1112409548,10
423,1112409567,10
424,1112409570,10
425,1112409578,10
426,1112409589,10
427,1112409620,10
428,1112212870,10
429,1112212875,10
430,1112212882,10
431,1112212895,10
432,1112212934,10
433,1112278505,10
434,1112212877,10
435,1112212953,10
436,1112147328,10
437,1112212869,10
438,1112016483,10
439,1112213044,10
440,1112213077,10
441,1112213083,10
442,1112213098,10
443,1112213101,10
444,1112213102,10
445,1112213119,10
446,1112213129,10
447,1112278593,10
448,1112278621,10
449,1112278630,10
450,1112344090,10
451,1112344112,10
452,1112344147,10
453,1112344157,10
454,1112344158,10
455,1112344162,10
456,1112344171,10
457,1112409638,10
458,1112409680,10
459,1112409684,10
460,1112409690,10
461,1112409697,10
462,1112409703,10
463,1112409724,10
464,1112409742,10
465,1112278604,10
466,1112344110,10
467,1112409656,10
468,1112409691,10
469,1112409694,10
470,1112409725,10
471,1112278569,10
472,1112147486,10
473,1112278590,10
474,1112344148,10
475,1112409719,10
476,1112213070,10
477,1001326344,10
478,1110640369,10
479,1112147696,10
480,1112213181,10
481,1112213203,10
482,1112213211,10
483,1112213248,10
484,1112278738,10
485,1112278786,10
486,1112344212,10
487,1112344223,10
488,1112344241,10
489,1112409771,10
490,1112409822,10
491,1112409835,10
492,1112409885,10
493,1112409892,10
494,1112213234,10
495,1112213239,10
496,1112344233,10
497,1112409778,10
498,1112409783,10
499,1112409867,10
500,1112409873,10
501,1112409876,10
502,1112278716,10
503,1112278718,10
504,1112409877,10
505,1112344315,10
506,1112409749,10
507,1111951148,10
508,1112147813,10
509,1112278821,10
510,1112278839,10
511,1112278900,10
512,1112278901,10
513,1112278909,10
514,1112278914,10
515,1112278938,10
516,1112344454,10
517,1112409898,10
518,1112409905,10
519,1112409917,10
520,1112409919,10
521,1112409920,10
522,1112409927,10
523,1112409942,10
524,1112409976,10
525,1112409979,10
526,1112409986,10
527,1112410001,10
528,1112213303,10
529,1112278878,10
530,1112409939,10
531,1112278917,10
532,1112409896,10
533,1112409897,10
534,1112409915,10
535,1112409948,10
536,1111951160,10
537,1112278822,10
538,1112278851,10
539,1112278863,10
540,1112278879,10
541,1112278892,10
542,1112278919,10
543,1112278924,10
544,1112278932,10
545,1112278937,10
546,1110706074,10
547,1112147949,10
548,1112213402,10
549,1112213417,10
550,1112213420,10
551,1112213462,10
552,1112213479,10
553,1112213481,10
554,1112278940,10
555,1112278949,10
556,1112278955,10
557,1112278956,10
558,1112278957,10
559,1112278971,10
560,1112279003,10
561,1112279014,10
562,1112344479,10
563,1112344485,10
564,1112344491,10
565,1112344496,10
566,1112344519,10
567,1112410012,10
568,1112410021,10
569,1112410022,10
570,1112410032,10
571,1112410051,10
572,1112410058,10
573,1112410068,10
574,1112410088,10
575,1112278946,10
576,1112278961,10
577,1112344548,10
578,1112410028,10
579,1112410034,10
580,1112410056,10
581,1112410063,10
582,1112344509,10
583,1112278944,10
584,1112278953,10
585,1110640622,10
586,1111361558,10
587,1111623667,10
588,1111689197,10
589,1112213488,10
590,1112213507,10
591,1112213509,10
592,1112213513,10
593,1112213521,10
594,1112213526,10
595,1112213528,10
596,1112213532,10
597,1112213533,10
598,1112213546,10
599,1112213552,10
600,1112279034,10
601,1112279074,10
602,1112279075,10
603,1112279084,10
604,1112279085,10
605,1112344620,10
606,1112410114,10
607,1112410133,10
608,1112279042,10
609,1112344579,10
610,1112344583,10
611,1112410098,10
612,1112279048,10
613,1112279054,10
614,1112279087,10
615,1112344585,10
616,1112410160,10
617,1112213510,10
618,1112279022,10
619,1112279061,10
620,1001457766,10
621,1111623753,10
622,1112016972,10
623,1112213573,10
624,1112213622,10
625,1112279142,10
626,1112279151,10
627,1112279172,10
628,1112344665,10
629,1112344666,10
630,1112344679,10
631,1112344681,10
632,1112344682,10
633,1112344684,10
634,1112344685,10
635,1112344686,10
636,1112344695,10
637,1112410162,10
638,1112410169,10
639,1112410180,10
640,1112410197,10
641,1112410200,10
642,1112410201,10
643,1112410217,10
644,1112410247,10
645,1112213587,10
646,1112213609,10
647,1112279096,10
648,1112279116,10
649,1112410178,10
650,1112410223,10
651,1112279100,10
652,1112344709,10
653,1112344712,10
654,1112410167,10
655,1112410194,10
656,1112279126,10
657,1112279133,10
658,1112279173,10
659,1112410231,10
660,1112410237,10
661,1112017108,10
662,1112213651,10
663,1112213657,10
664,1112213669,10
665,1112213678,10
666,1112213691,10
667,1112213698,10
668,1112213716,10
669,1112279182,10
670,1112279187,10
671,1112279189,10
672,1112279190,10
673,1112279196,10
674,1112279229,10
675,1112344715,10
676,1112344728,10
677,1112344752,10
678,1112344762,10
679,1112410256,10
680,1112410260,10
681,1112410262,10
682,1112410277,10
683,1112410278,10
684,1112410283,10
685,1112410296,10
686,1112410313,10
687,1112410323,10
688,1110640786,10
689,1112213688,10
690,1112279205,10
691,1112344754,10
692,1112410270,10
693,1112410275,10
694,1112410303,10
695,1112410322,10
696,1112410254,10
697,1112410325,10
698,1112279184,10
699,1112279207,10
700,1112344735,10
701,1111689436,10
702,1111689437,10
703,1111951652,10
704,1111951656,10
705,1111951660,10
706,1112213724,10
707,1112213737,10
708,1112213740,10
709,1112213746,10
710,1112279339,10
711,1112344822,10
712,1112344840,10
713,1112344868,10
714,1112410329,10
715,1112410334,10
716,1112410340,10
717,1112410347,10
718,1112410369,10
719,1112410371,10
720,1112410381,10
721,1112410382,10
722,1112410384,10
723,1112410397,10
724,1112410399,10
725,1112344866,10
726,1112410345,10
727,1112410383,10
728,1112410403,10
729,1112213730,10
730,1112213801,10
731,1112410351,10
732,1112279289,10
733,1112344850,10
734,1112410365,10
735,1111755143,10
736,1112017213,10
737,1112213814,10
738,1112213860,10
739,1112213861,10
740,1112213870,10
741,1112213872,10
742,1112213897,10
743,1112213917,10
744,1112279347,10
745,1112279361,10
746,1112279371,10
747,1112279398,10
748,1112279413,10
749,1112279441,10
750,1112279443,10
751,1112344889,10
752,1112344915,10
753,1112344955,10
754,1112344960,10
755,1112344973,10
756,1112344991,10
757,1112410415,10
758,1112410451,10
759,1112410463,10
760,1112410472,10
761,1112410498,10
762,1112410500,10
763,1112410515,10
764,1112410516,10
765,1111492996,10
766,1112213847,10
767,1112279386,10
768,1112344888,10
769,1112344893,10
770,1112344907,10
771,1112344985,10
772,1112410487,10
773,1112279374,10
774,1112213851,10
775,1112279457,10
776,1112279469,10
777,1112279481,10
778,1112279511,10
779,1112279512,10
780,1112279550,10
781,1112279558,10
782,1112344997,10
783,1112344998,10
784,1112345010,10
785,1112345011,10
786,1112345026,10
787,1112345041,10
788,1112345042,10
789,1112345045,10
790,1112345051,10
791,1112345052,10
792,1112345054,10
793,1112345101,10
794,1112345111,10
795,1112410541,10
796,1112410555,10
797,1112410613,10
798,1112410616,10
799,1112410617,10
800,1112410635,10
801,1112410652,10
802,1112213965,10
803,1112214001,10
804,1112279501,10
805,1112345031,10
806,1112345057,10
807,1112345104,10
808,1112410561,10
809,1112410579,10
810,1112410647,10
811,1112345091,10
812,1112345109,10
813,1112345039,10
814,1112345108,10
815,1112017478,10
816,1112214091,10
817,1112214094,10
818,1112214100,10
819,1112214143,10
820,1112279584,10
821,1112279604,10
822,1112279610,10
823,1112279621,10
824,1112279680,10
825,1112279681,10
826,1112345124,10
827,1112345126,10
828,1112345130,10
829,1112345184,10
830,1112345187,10
831,1112345189,10
832,1112345191,10
833,1112345208,10
834,1112410659,10
835,1112410668,10
836,1112410670,10
837,1112410674,10
838,1112410685,10
839,1112410690,10
840,1112410693,10
841,1112410697,10
842,1112410726,10
843,1112410749,10
844,1112214127,10
845,1112279677,10
846,1112345157,10
847,1112345158,10
848,1112345203,10
849,1112345215,10
850,1112410710,10
851,1112410740,10
852,1112410683,10
853,1112017542,10
854,1112214164,10
855,1112214171,10
856,1112214222,10
857,1112214275,10
858,1112279702,10
859,1112279706,10
860,1112279734,10
861,1112279758,10
862,1112279770,10
863,1112345236,10
864,1112345244,10
865,1112345254,10
866,1112345261,10
867,1112345263,10
868,1112345265,10
869,1112345269,10
870,1112345320,10
871,1112345362,10
872,1112345371,10
873,1112345373,10
874,1112410785,10
875,1112410792,10
876,1112410817,10
877,1112410872,10
878,1111493262,10
879,1112214227,10
880,1112279763,10
881,1112279788,10
882,1112279823,10
883,1112345222,10
884,1112345282,10
885,1112345339,10
886,1112345347,10
887,1112410823,10
888,1112410888,10
889,1112410901,10
890,1112214281,10
891,1112345361,10
892,1111034663,10
893,1111952353,10
894,1112148799,10
895,1112148938,10
896,1112148951,10
897,1112214455,10
898,1112279841,10
899,1112279871,10
900,1112279896,10
901,1112279923,10
902,1112279973,10
903,1112279999,10
904,1112280022,10
905,1112280035,10
906,1112345440,10
907,1112345466,10
908,1112345471,10
909,1112345484,10
910,1112345547,10
911,1112345552,10
912,1112345555,10
913,1112345567,10
914,1112345574,10
915,1112345577,10
916,1112410928,10
917,1112410974,10
918,1112410978,10
919,1112410986,10
920,1112411112,10
921,1112279843,10
922,1112279947,10
923,1112345391,10
924,1112345417,10
925,1112345387,10
926,1112345550,10
927,1112410918,10
928,1112214364,10
929,1112279893,10
930,1112280005,10
931,1112148991,10
932,1112149040,10
933,1112149176,10
934,1112214523,10
935,1112214657,10
936,1112214659,10
937,1112214713,10
938,1112214718,10
939,1112214719,10
940,1112214720,10
941,1112280045,10
942,1112280067,10
943,1112280072,10
944,1112280081,10
945,1112280131,10
946,1112280151,10
947,1112345581,10
948,1112345587,10
949,1112345591,10
950,1112345596,10
951,1112345599,10
952,1112345605,10
953,1112345627,10
954,1112345636,10
955,1112345674,10
956,1112345729,10
957,1112345751,10
958,1112411153,10
959,1112411164,10
960,1112345579,10
961,1112345689,10
962,1112345757,10
963,1112411266,10
964,1112018104,10
965,1112214584,10
966,1112345788,10
967,1112411271,10
968,1112214746,10
969,1112214749,10
970,1112214757,10
971,1112214759,10
972,1112214846,10
973,1112280265,10
974,1112280354,10
975,1112345820,10
976,1112345841,10
977,1112345848,10
978,1112345855,10
979,1112345859,10
980,1112345876,10
981,1112345879,10
982,1112345893,10
983,1112345896,10
984,1112411348,10
985,1112411356,10
986,1112411363,10
987,1112411367,10
988,1112411368,10
989,1112411374,10
990,1112411379,10
991,1112411395,10
992,1112411398,10
993,1112411427,10
994,1112411429,10
995,1112411430,10
996,1112411439,10
997,1112411440,10
998,1112411445,10
999,1112411455,10
1000,1112280277,10
1001,1112280370,10
1002,1112345850,10
1003,1112345867,10
1004,1112345890,10
1005,1112345900,10
1006,1112411350,10
1007,1112345828,10
1008,1112411420,10
1009,1111887270,10
1010,1111952815,10
1011,1112149414,10
1012,1112214862,10
1013,1112214890,10
1014,1112214985,10
1015,1112280433,10
1016,1112280484,10
1017,1112280532,10
1018,1112345959,10
1019,1112345972,10
1020,1112345977,10
1021,1112346008,10
1022,1112346062,10
1023,1112346070,10
1024,1112411460,10
1025,1112411473,10
1026,1112411485,10
1027,1112411490,10
1028,1112411502,10
1029,1112411506,10
1030,1112411512,10
1031,1112411526,10
1032,1112411558,10
1033,1112411559,10
1034,1112411588,10
1035,1112411596,10
1036,1112411600,10
1037,1112411602,10
1038,1112411604,10
1039,1112411607,10
1040,1112280429,10
1041,1112280536,10
1042,1112345985,10
1043,1112411580,10
1044,1112411578,10
1045,1111559584,10
1046,1112214892,10
1047,1112346010,10
1048,1112411457,10
1049,1111035451,10
1050,1112215012,10
1051,1112215014,10
1052,1112215057,10
1053,1112215059,10
1054,1112215064,10
1055,1112215070,10
1056,1112280587,10
1057,1112346085,10
1058,1112346093,10
1059,1112346105,10
1060,1112346175,10
1061,1112411609,10
1062,1112411620,10
1063,1112411627,10
1064,1112411633,10
1065,1112411636,10
1066,1112411664,10
1067,1112411685,10
1068,1112411686,10
1069,1112411692,10
1070,1112149552,10
1071,1112215003,10
1072,1112215006,10
1073,1112215029,10
1074,1112215051,10
1075,1112215077,10
1076,1112215097,10
1077,1112346155,10
1078,1112215066,10
1079,1112215080,10
1080,1112280592,10
1081,1112346094,10
1082,1112346130,10
1083,1111887409,10
1084,1112346171,10
1085,1112411643,10
1086,1112411648,10
1087,1112149638,10
1088,1112215114,10
1089,1112215124,10
1090,1112215131,10
1091,1112215134,10
1092,1112215144,10
1093,1112215157,10
1094,1112215180,10
1095,1112215205,10
1096,1112215212,10
1097,1112215216,10
1098,1112215234,10
1099,1112346180,10
1100,1112346209,10
1101,1112411716,10
1102,1112411722,10
1103,1112411726,10
1104,1112411732,10
1105,1112411758,10
1106,1112411786,10
1107,1112411796,10
1108,1112411812,10
1109,1112411822,10
1110,1112215223,10
1111,1112280748,10
1112,1112280752,10
1113,1112346262,10
1114,1112411794,10
1115,1112411823,10
1116,1112346210,10
1117,1112215123,10
1118,1112215186,10
1119,1112215190,10
1120,1112346259,10
1121,1112215248,10
1122,1112215272,10
1123,1112215280,10
1124,1112215281,10
1125,1112215291,10
1126,1112215303,10
1127,1112215331,10
1128,1112280836,10
1129,1112280848,10
1130,1112280853,10
1131,1112280856,10
1132,1112280868,10
1133,1112280873,10
1134,1112280876,10
1135,1112280877,10
1136,1112346328,10
1137,1112346355,10
1138,1112346356,10
1139,1112346398,10
1140,1112411865,10
1141,1112411869,10
1142,1112411876,10
1143,1112411889,10
1144,1112411929,10
1145,1112411944,10
1146,1112411950,10
1147,1112215274,10
1148,1112215290,10
1149,1112215329,10
1150,1112280821,10
1151,1112346347,10
1152,1112411901,10
1153,1112149713,10
1154,1112280831,10
1155,1112346408,10
1156,1112346353,10
1157,1112215358,10
1158,1112215359,10
1159,1112215368,10
1160,1112215388,10
1161,1112215413,10
1162,1112215415,10
1163,1112280902,10
1164,1112280912,10
1165,1112280934,10
1166,1112280937,10
1167,1112280958,10
1168,1112280962,10
1169,1112280964,10
1170,1112346432,10
1171,1112346470,10
1172,1112346497,10
1173,1112411953,10
1174,1112411974,10
1175,1112411992,10
1176,1112411997,10
1177,1112412029,10
1178,1112280890,10
1179,1112280897,10
1180,1112280941,10
1181,1112280944,10
1182,1112280950,10
1183,1112280954,10
1184,1112346441,10
1185,1112346458,10
1186,1112346459,10
1187,1112346479,10
1188,1112280883,10
1189,1112346456,10
1190,1112346478,10
1191,1112411958,10
1192,1112215395,10
1193,1112280891,10
1194,1112215441,10
1195,1112215449,10
1196,1112215455,10
1197,1112215468,10
1198,1112280967,10
1199,1112280978,10
1200,1112280979,10
1201,1112280984,10
1202,1112280997,10
1203,1112281028,10
1204,1112281034,10
1205,1112281044,10
1206,1112281048,10
1207,1112346544,10
1208,1112346558,10
1209,1112346566,10
1210,1112346571,10
1211,1112346576,10
1212,1112412046,10
1213,1112412078,10
1214,1112412091,10
1215,1112412102,10
1216,1112412104,10
1217,1112412116,10
1218,1112412119,10
1219,1112215491,10
1220,1112280973,10
1221,1112346502,10
1222,1112346564,10
1223,1112412044,10
1224,1112412094,10
1225,1112412097,10
1226,1112346509,10
1227,1112346547,10
1228,1112412109,10
1229,1112019012,10
1230,1112215579,10
1231,1112215608,10
1232,1112215611,10
1233,1112281056,10
1234,1112281072,10
1235,1112281074,10
1236,1112281113,10
1237,1112281115,10
1238,1112281117,10
1239,1112281126,10
1240,1112281141,10
1241,1112281150,10
1242,1112346591,10
1243,1112346662,10
1244,1112346678,10
1245,1112346696,10
1246,1112346701,10
1247,1112412133,10
1248,1112412168,10
1249,1112412192,10
1250,1112412205,10
1251,1112412207,10
1252,1112412228,10
1253,1112412238,0
1254,1112281049,0
1255,1112346649,0
1256,1112412224,0
1257,1112215616,0
1258,1112412175,0
1259,1112215586,0
1260,1112281164,0
1261,1112346693,0
1262,1112346695,0
1263,1112412171,0
1264,1111822414,0
1265,1111822480,0
1266,1112150103,0
1267,1112215643,0
1268,1112215653,0
1269,1112215669,0
1270,1112215698,0
1271,1112281170,0
1272,1112281181,0
1273,1112281208,0
1274,1112281219,0
1275,1112281229,0
1276,1112281247,0
1277,1112346704,0
1278,1112346706,0
1279,1112346708,0
1280,1112346717,0
1281,1112346738,0
1282,1112346750,0
1283,1112346767,0
1284,1112346781,0
1285,1112412260,0
1286,1112412261,0
1287,1112412272,0
1288,1112412281,0
1289,1112412298,0
1290,1112412326,0
1291,1112215684,0
1292,1112215712,0
1293,1112281169,0
1294,1112346725,0
1295,1112346761,0
1296,1112412245,0
1297,1112412259,0
1298,1112412264,0
1299,1112215679,0
1300,1112346768,0
1301,1112215663,0
1302,1112346788,0
1303,1111953613,0
1304,1112084658,0
1305,1112215724,0
1306,1112215775,0
1307,1112281256,0
1308,1112281263,0
1309,1112281272,0
1310,1112281300,0
1311,1112281301,0
1312,1112281326,0
1313,1112281327,0
1314,1112281337,0
1315,1112346838,0
1316,1112346864,0
1317,1112346871,0
1318,1112412340,0
1319,1112412376,0
1320,1112412413,0
1321,1112412418,0
1322,1111953665,0
1323,1112150190,0
1324,1112150220,0
1325,1112281268,0
1326,1112281282,0
1327,1112346790,0
1328,1112346836,0
1329,1112346874,0
1330,1112346887,0
1331,1112346892,0
1332,1112412414,0
1333,1112215779,0
1334,1111822505,0
1335,1112346832,0
1336,1112346888,0
1337,1112412346,0
1338,1112412427,0
1339,1002377536,0
1340,1111888240,0
1341,1111953759,0
1342,1112215825,0
1343,1112215888,0
1344,1112215909,0
1345,1112281357,0
1346,1112281364,0
1347,1112281392,0
1348,1112281414,0
1349,1112281417,0
1350,1112281426,0
1351,1112281441,0
1352,1112281442,0
1353,1112281451,0
1354,1112346930,0
1355,1112346943,0
1356,1112346945,0
1357,1112346949,0
1358,1112346962,0
1359,1112346986,0
1360,1112346998,0
1361,1112412432,0
1362,1112412443,0
1363,1112412461,0
1364,1112412474,0
1365,1112215904,0
1366,1112346957,0
1367,1112346996,0
1368,1112412434,0
1369,1112412456,0
1370,1112412464,0
1371,1112412533,0
1372,1112281437,0
1373,1112019285,0
1374,1112346942,0
1375,1112346951,0
1376,1112084861,0
1377,1112084920,0
1378,1112215940,0
1379,1112215953,0
1380,1112215970,0
1381,1112215978,0
1382,1112215993,0
1383,1112216016,0
1384,1112281473,0
1385,1112281475,0
1386,1112281478,0
1387,1112281480,0
1388,1112281481,0
1389,1112281495,0
1390,1112281498,0
1391,1112281506,0
1392,1112281534,0
1393,1112281539,0
1394,1112281541,0
1395,1112281546,0
1396,1112347020,0
1397,1112347026,0
1398,1112347050,0
1399,1112347055,0
1400,1112347069,0
1401,1112347074,0
1402,1112347076,0
1403,1112347082,0
1404,1112347096,0
1405,1112412562,0
1406,1112412591,0
1407,1112412617,0
1408,1112412623,0
1409,1112412636,0
1410,1112412638,0
1411,1112215947,0
1412,1112347101,0
1413,1112412609,0
1414,1112216004,0
1415,1112281548,0
1416,1112412583,0
1417,1112019457,0
1418,1112150506,0
1419,1112216071,0
1420,1112216091,0
1421,1112216104,0
1422,1112216138,0
1423,1112216152,0
1424,1112281591,0
1425,1112281592,0
1426,1112281653,0
1427,1112281664,0
1428,1112281677,0
1429,1112281681,0
1430,1112281683,0
1431,1112347157,0
1432,1112347174,0
1433,1112347195,0
1434,1112347196,0
1435,1112347211,0
1436,1112347217,0
1437,1112347231,0
1438,1112347241,0
1439,1112412656,0
1440,1112412660,0
1441,1112412719,0
1442,1111102056,0
1443,1112150517,0
1444,1112281655,0
1445,1112281697,0
1446,1112347148,0
1447,1112347154,0
1448,1112412778,0
1449,1112412657,0
1450,1112412665,0
1451,1112412779,0
1452,1111888422,0
1453,1111953893,0
1454,1112084995,0
1455,1112281658,0
1456,1112281688,0
1457,1111364281,0
1458,1111495301,0
1459,1111888562,0
1460,1112150695,0
1461,1112216217,0
1462,1112216266,0
1463,1112281717,0
1464,1112281756,0
1465,1112281792,0
1466,1112281810,0
1467,1112281847,0
1468,1112347248,0
1469,1112347283,0
1470,1112347292,0
1471,1112347294,0
1472,1112347295,0
1473,1112347309,0
1474,1112347328,0
1475,1112347354,0
1476,1112412786,0
1477,1112412830,0
1478,1112412865,0
1479,1112412872,0
1480,1112412893,0
1481,1112412912,0
1482,1112412919,0
1483,1112216179,0
1484,1112347329,0
1485,1112347378,0
1486,1112412815,0
1487,1112412845,0
1488,1112412914,0
1489,1112281808,0
1490,1112412918,0
1491,1112019656,0
1492,1112281826,0
1493,1112347342,0
1494,1112347346,0
1495,1112412848,0
1496,1112085344,0
1497,1112085369,0
