,idaviso,cluster
134,1112408477,136
135,1112408486,71
136,1112408552,209
137,1112408569,205
138,1111687668,5
139,1112211900,220
140,1112277415,2
141,1112277435,120
142,1112211914,191
143,1112146414,122
144,1112277419,100
145,1112343050,68
146,1111294620,100
147,1111753347,1
148,1112146470,84
149,1112212031,124
150,1112212058,209
151,1112212106,134
152,1112212108,45
153,1112277631,1
154,1112277648,46
155,1112277658,59
156,1112343089,9
157,1112343161,1
158,1112343170,180
159,1112343194,141
160,1112343198,40
161,1112343199,222
162,1112408596,102
163,1112408607,2
164,1112408651,5
165,1112408665,135
166,1112408679,154
167,1112408727,141
168,1112212030,1
169,1112212047,12
170,1112277642,34
171,1112343064,5
172,1112343065,110
173,1112343163,73
174,1112408635,23
175,1112408647,67
176,1112408653,173
177,1112408670,222
178,1112277633,221
179,1112343189,70
180,1112146522,60
181,1112408640,157
182,1112408646,175
183,1111687883,55
184,1111753392,9
185,1112146592,28
186,1112212217,59
187,1112212224,101
188,1112277674,102
189,1112277683,69
190,1112277687,175
191,1112277722,42
192,1112277749,1
193,1112277757,109
194,1112343215,32
195,1112343230,24
196,1112343233,104
197,1112343240,69
198,1112343260,47
199,1112343261,72
200,1112343264,140
201,1112343275,126
202,1112408760,113
203,1112408766,54
204,1112408768,109
205,1112408779,208
206,1112408780,1
207,1112408781,109
208,1112408788,209
209,1112408805,43
210,1112408816,23
211,1112408821,157
212,1112408823,149
213,1112277675,193
214,1112277720,106
215,1112343237,12
216,1112408834,112
217,1112277689,45
218,1112343203,9
219,1112408776,12
220,1112408790,187
221,1112277677,160
222,1112343243,50
223,1112015658,145
224,1112277768,221
225,1112277771,174
226,1112277774,122
227,1112277779,144
228,1112277781,195
229,1112277792,79
230,1112277793,203
231,1112277794,125
232,1112277798,195
233,1112277811,174
234,1112277820,79
235,1112277833,125
236,1112277839,123
237,1112277845,29
238,1112277864,201
239,1112343299,164
240,1112343303,47
241,1112343314,39
242,1112343316,23
243,1112343317,106
244,1112343323,181
245,1112343325,136
246,1112343336,208
247,1112343340,187
248,1112343347,47
249,1112343364,89
250,1112408839,223
251,1112408853,69
252,1112408868,23
253,1112408910,40
254,1112277786,125
255,1112408930,69
256,1112408912,92
257,1112212235,156
258,1111753636,183
259,1111753681,204
260,1112146796,164
261,1112212389,127
262,1112277920,209
263,1112277939,221
264,1112277968,100
265,1112277991,123
266,1112343401,8
267,1112343403,195
268,1112343405,39
269,1112343411,69
270,1112343413,140
271,1112343419,195
272,1112343438,11
273,1112343444,48
274,1112343471,26
275,1112343478,5
276,1112408949,15
277,1112408950,144
278,1112409006,19
279,1112409020,159
280,1112409041,142
281,1111688104,140
282,1111950301,4
283,1112212430,20
284,1112343448,65
285,1112343527,141
286,1112408939,209
287,1112409026,41
288,1112409053,220
289,1112277948,102
290,1112408969,37
291,1112409051,81
292,1112343409,1
293,1111950343,117
294,1111950359,193
295,1112147074,117
296,1112212495,191
297,1112212619,208
298,1112278001,198
299,1112278015,47
300,1112278019,225
301,1112278041,156
302,1112278050,20
303,1112278121,31
304,1112278128,23
305,1112343636,5
306,1112343683,46
307,1112409079,19
308,1112409121,3
309,1112409128,21
310,1112409132,2
311,1112409158,2
312,1112409171,14
313,1112409173,123
314,1112409176,209
315,1112409194,33
316,1111622745,20
317,1112212585,157
318,1112212598,178
319,1112278127,17
320,1112343541,141
321,1112409077,104
322,1112409126,80
323,1112409165,155
324,1112212594,97
325,1112343536,102
326,1112409206,124
327,1112278081,71
328,1112278099,4
329,1112409110,104
330,1112409129,104
331,1112212620,43
332,1112212621,1
333,1112212625,13
334,1112212643,48
335,1112212662,21
336,1112212669,192
337,1112212678,55
338,1112212689,102
339,1112212704,114
340,1112212715,102
341,1112212734,141
342,1112212735,42
343,1112278160,154
344,1112278234,27
345,1112343730,1
346,1112343774,65
347,1112343797,2
348,1112409234,192
349,1112409241,12
350,1112409287,117
351,1112409290,92
352,1112409327,98
353,1111753928,21
354,1112212631,13
355,1112212634,55
356,1112212639,47
357,1112212650,65
358,1112212729,71
359,1112278178,1
360,1112343777,1
361,1112409295,32
362,1112212668,54
363,1112212728,117
364,1112016125,208
365,1112278231,1
366,1111754001,89
367,1111950699,75
368,1112016155,27
369,1112147312,106
370,1112212738,157
371,1112212746,1
372,1112212753,208
373,1112212760,76
374,1112212762,1
375,1112212771,205
376,1112212775,102
377,1112212782,27
378,1112212786,50
379,1112212788,8
380,1112212796,154
381,1112212803,197
382,1112212842,26
383,1112212850,159
384,1112212854,76
385,1112278307,9
386,1112278312,56
387,1112343886,151
388,1112409369,108
389,1112409370,208
390,1112409388,2
391,1112409390,20
392,1112409404,110
393,1112212754,39
394,1112212797,31
395,1112278279,21
396,1112278297,179
397,1112409360,223
398,1112409398,124
399,1112409428,108
400,1112409440,124
401,1112212794,21
402,1112212855,221
403,1112212909,118
404,1112212915,6
405,1112212929,130
406,1112212991,208
407,1112213005,18
408,1112213007,208
409,1112278394,212
410,1112278412,126
411,1112278429,100
412,1112278474,43
413,1112278485,209
414,1112278492,141
415,1112278519,10
416,1112343960,50
417,1112343977,50
418,1112344005,28
419,1112344027,131
420,1112409484,118
421,1112409522,47
422,1112409548,194
423,1112409567,98
424,1112409570,1
425,1112409578,183
426,1112409589,219
427,1112409620,12
428,1112212870,102
429,1112212875,193
430,1112212882,81
431,1112212895,135
432,1112212934,170
433,1112278505,88
434,1112212877,187
435,1112212953,117
436,1112147328,161
437,1112212869,47
438,1112016483,60
439,1112213044,87
440,1112213077,171
441,1112213083,220
442,1112213098,102
443,1112213101,120
444,1112213102,135
445,1112213119,146
446,1112213129,223
447,1112278593,197
448,1112278621,137
449,1112278630,42
450,1112344090,43
451,1112344112,1
452,1112344147,59
453,1112344157,220
454,1112344158,140
455,1112344162,19
456,1112344171,46
457,1112409638,125
458,1112409680,148
459,1112409684,180
460,1112409690,19
461,1112409697,46
462,1112409703,145
463,1112409724,91
464,1112409742,12
465,1112278604,34
466,1112344110,145
467,1112409656,179
468,1112409691,106
469,1112409694,1
470,1112409725,193
471,1112278569,1
472,1112147486,135
473,1112278590,37
474,1112344148,24
475,1112409719,226
476,1112213070,31
477,1001326344,49
478,1110640369,101
479,1112147696,173
480,1112213181,135
481,1112213203,1
482,1112213211,60
483,1112213248,65
484,1112278738,118
485,1112278786,92
486,1112344212,217
487,1112344223,192
488,1112344241,188
489,1112409771,28
490,1112409822,120
491,1112409835,110
492,1112409885,18
493,1112409892,2
494,1112213234,118
495,1112213239,198
496,1112344233,5
497,1112409778,208
498,1112409783,28
499,1112409867,138
500,1112409873,5
501,1112409876,17
502,1112278716,9
503,1112278718,1
504,1112409877,55
505,1112344315,69
506,1112409749,6
507,1111951148,157
508,1112147813,133
509,1112278821,208
510,1112278839,9
511,1112278900,28
512,1112278901,39
513,1112278909,157
514,1112278914,84
515,1112278938,90
516,1112344454,181
517,1112409898,43
518,1112409905,27
519,1112409917,191
520,1112409919,27
521,1112409920,48
522,1112409927,164
523,1112409942,36
524,1112409976,43
525,1112409979,104
526,1112409986,164
527,1112410001,208
528,1112213303,17
529,1112278878,57
530,1112409939,161
531,1112278917,2
532,1112409896,57
533,1112409897,26
534,1112409915,26
535,1112409948,197
536,1111951160,70
537,1112278822,67
538,1112278851,69
539,1112278863,193
540,1112278879,123
541,1112278892,17
542,1112278919,31
543,1112278924,106
544,1112278932,31
545,1112278937,115
546,1110706074,123
547,1112147949,47
548,1112213402,39
549,1112213417,28
550,1112213420,69
551,1112213462,37
552,1112213479,27
553,1112213481,58
554,1112278940,40
555,1112278949,155
556,1112278955,68
557,1112278956,90
558,1112278957,122
559,1112278971,141
560,1112279003,34
561,1112279014,208
562,1112344479,12
563,1112344485,24
564,1112344491,109
565,1112344496,34
566,1112344519,120
567,1112410012,23
568,1112410021,102
569,1112410022,91
570,1112410032,2
571,1112410051,40
572,1112410058,45
573,1112410068,141
574,1112410088,195
575,1112278946,8
576,1112278961,6
577,1112344548,95
578,1112410028,67
579,1112410034,89
580,1112410056,6
581,1112410063,95
582,1112344509,2
583,1112278944,23
584,1112278953,31
585,1110640622,1
586,1111361558,123
587,1111623667,47
588,1111689197,219
589,1112213488,20
590,1112213507,69
591,1112213509,14
592,1112213513,41
593,1112213521,69
594,1112213526,157
595,1112213528,38
596,1112213532,24
597,1112213533,40
598,1112213546,23
599,1112213552,44
600,1112279034,157
601,1112279074,72
602,1112279075,2
603,1112279084,129
604,1112279085,117
605,1112344620,1
606,1112410114,43
607,1112410133,223
608,1112279042,180
609,1112344579,2
610,1112344583,107
611,1112410098,1
612,1112279048,92
613,1112279054,145
614,1112279087,32
615,1112344585,117
616,1112410160,117
617,1112213510,179
618,1112279022,205
619,1112279061,56
620,1001457766,209
621,1111623753,36
622,1112016972,97
623,1112213573,1
624,1112213622,91
625,1112279142,24
626,1112279151,9
627,1112279172,114
628,1112344665,43
629,1112344666,117
630,1112344679,0
631,1112344681,97
632,1112344682,185
633,1112344684,76
634,1112344685,0
635,1112344686,88
636,1112344695,157
637,1112410162,164
638,1112410169,40
639,1112410180,50
640,1112410197,47
641,1112410200,36
642,1112410201,1
643,1112410217,12
644,1112410247,219
645,1112213587,27
646,1112213609,39
647,1112279096,34
648,1112279116,179
649,1112410178,146
650,1112410223,50
651,1112279100,159
652,1112344709,117
653,1112344712,12
654,1112410167,24
655,1112410194,51
656,1112279126,28
657,1112279133,205
658,1112279173,63
659,1112410231,180
660,1112410237,135
661,1112017108,97
662,1112213651,193
663,1112213657,57
664,1112213669,157
665,1112213678,67
666,1112213691,76
667,1112213698,2
668,1112213716,2
669,1112279182,205
670,1112279187,88
671,1112279189,44
672,1112279190,31
673,1112279196,164
674,1112279229,124
675,1112344715,220
676,1112344728,208
677,1112344752,221
678,1112344762,2
679,1112410256,59
680,1112410260,49
681,1112410262,44
682,1112410277,93
683,1112410278,223
684,1112410283,135
685,1112410296,220
686,1112410313,27
687,1112410323,157
688,1110640786,57
689,1112213688,73
690,1112279205,194
691,1112344754,15
692,1112410270,32
693,1112410275,191
694,1112410303,42
695,1112410322,88
696,1112410254,40
697,1112410325,45
698,1112279184,115
699,1112279207,41
700,1112344735,70
701,1111689436,84
702,1111689437,122
703,1111951652,2
704,1111951656,18
705,1111951660,156
706,1112213724,47
707,1112213737,129
708,1112213740,106
709,1112213746,106
710,1112279339,40
711,1112344822,213
712,1112344840,108
713,1112344868,114
714,1112410329,11
715,1112410334,214
716,1112410340,58
717,1112410347,39
718,1112410369,208
719,1112410371,202
720,1112410381,15
721,1112410382,116
722,1112410384,33
723,1112410397,15
724,1112410399,119
725,1112344866,53
726,1112410345,209
727,1112410383,198
728,1112410403,43
729,1112213730,212
730,1112213801,209
731,1112410351,109
732,1112279289,60
733,1112344850,222
734,1112410365,2
735,1111755143,222
736,1112017213,27
737,1112213814,53
738,1112213860,70
739,1112213861,195
740,1112213870,106
741,1112213872,170
742,1112213897,67
743,1112213917,202
744,1112279347,200
745,1112279361,1
746,1112279371,102
747,1112279398,58
748,1112279413,118
749,1112279441,31
750,1112279443,109
751,1112344889,2
752,1112344915,19
753,1112344955,97
754,1112344960,1
755,1112344973,15
756,1112344991,180
757,1112410415,8
758,1112410451,98
759,1112410463,97
760,1112410472,216
761,1112410498,215
762,1112410500,102
763,1112410515,40
764,1112410516,2
765,1111492996,28
766,1112213847,27
767,1112279386,73
768,1112344888,171
769,1112344893,118
770,1112344907,59
771,1112344985,186
772,1112410487,106
773,1112279374,1
774,1112213851,72
775,1112279457,109
776,1112279469,59
777,1112279481,47
778,1112279511,143
779,1112279512,188
780,1112279550,164
781,1112279558,65
782,1112344997,9
783,1112344998,24
784,1112345010,24
785,1112345011,126
786,1112345026,207
787,1112345041,192
788,1112345042,109
789,1112345045,179
790,1112345051,214
791,1112345052,60
792,1112345054,1
793,1112345101,60
794,1112345111,21
795,1112410541,23
796,1112410555,21
797,1112410613,157
798,1112410616,64
799,1112410617,144
800,1112410635,188
801,1112410652,202
802,1112213965,69
803,1112214001,173
804,1112279501,12
805,1112345031,142
806,1112345057,27
807,1112345104,170
808,1112410561,65
809,1112410579,31
810,1112410647,209
811,1112345091,3
812,1112345109,31
813,1112345039,101
814,1112345108,117
815,1112017478,43
816,1112214091,118
817,1112214094,84
818,1112214100,209
819,1112214143,92
820,1112279584,201
821,1112279604,50
822,1112279610,85
823,1112279621,71
824,1112279680,221
825,1112279681,199
826,1112345124,109
827,1112345126,8
828,1112345130,23
829,1112345184,186
830,1112345187,175
831,1112345189,43
832,1112345191,2
833,1112345208,5
834,1112410659,105
835,1112410668,106
836,1112410670,1
837,1112410674,18
838,1112410685,51
839,1112410690,69
840,1112410693,44
841,1112410697,31
842,1112410726,153
843,1112410749,27
844,1112214127,151
845,1112279677,179
846,1112345157,180
847,1112345158,43
848,1112345203,50
849,1112345215,1
850,1112410710,73
851,1112410740,119
852,1112410683,104
853,1112017542,92
854,1112214164,70
855,1112214171,55
856,1112214222,157
857,1112214275,82
858,1112279702,17
859,1112279706,209
860,1112279734,4
861,1112279758,40
862,1112279770,83
863,1112345236,153
864,1112345244,195
865,1112345254,135
866,1112345261,109
867,1112345263,43
868,1112345265,18
869,1112345269,65
870,1112345320,183
871,1112345362,209
872,1112345371,59
873,1112345373,208
874,1112410785,84
875,1112410792,37
876,1112410817,2
877,1112410872,208
878,1111493262,89
879,1112214227,223
880,1112279763,5
881,1112279788,183
882,1112279823,183
883,1112345222,53
884,1112345282,221
885,1112345339,32
886,1112345347,12
887,1112410823,2
888,1112410888,47
889,1112410901,47
890,1112214281,157
891,1112345361,114
892,1111034663,1
893,1111952353,72
894,1112148799,2
895,1112148938,194
896,1112148951,118
897,1112214455,57
898,1112279841,21
899,1112279871,149
900,1112279896,141
901,1112279923,47
902,1112279973,52
903,1112279999,5
904,1112280022,60
905,1112280035,187
906,1112345440,168
907,1112345466,47
908,1112345471,134
909,1112345484,24
910,1112345547,65
911,1112345552,17
912,1112345555,153
913,1112345567,24
914,1112345574,125
915,1112345577,174
916,1112410928,219
917,1112410974,0
918,1112410978,2
919,1112410986,209
920,1112411112,23
921,1112279843,183
922,1112279947,183
923,1112345391,155
924,1112345417,161
925,1112345387,221
926,1112345550,24
927,1112410918,117
928,1112214364,205
929,1112279893,47
930,1112280005,170
931,1112148991,57
932,1112149040,41
933,1112149176,42
934,1112214523,209
935,1112214657,9
936,1112214659,189
937,1112214713,120
938,1112214718,0
939,1112214719,185
940,1112214720,55
941,1112280045,109
942,1112280067,201
943,1112280072,109
944,1112280081,12
945,1112280131,43
946,1112280151,8
947,1112345581,195
948,1112345587,203
949,1112345591,125
950,1112345596,79
951,1112345599,122
952,1112345605,2
953,1112345627,223
954,1112345636,209
955,1112345674,98
956,1112345729,48
957,1112345751,205
958,1112411153,157
959,1112411164,157
960,1112345579,125
961,1112345689,47
962,1112345757,13
963,1112411266,109
964,1112018104,196
965,1112214584,146
966,1112345788,61
967,1112411271,209
968,1112214746,5
969,1112214749,31
970,1112214757,11
971,1112214759,208
972,1112214846,104
973,1112280265,52
974,1112280354,44
975,1112345820,164
976,1112345841,123
977,1112345848,31
978,1112345855,220
979,1112345859,69
980,1112345876,173
981,1112345879,9
982,1112345893,50
983,1112345896,2
984,1112411348,143
985,1112411356,34
986,1112411363,163
987,1112411367,139
988,1112411368,146
989,1112411374,62
990,1112411379,160
991,1112411395,67
992,1112411398,193
993,1112411427,209
994,1112411429,220
995,1112411430,2
996,1112411439,21
997,1112411440,209
998,1112411445,202
999,1112411455,64
1000,1112280277,41
1001,1112280370,41
1002,1112345850,15
1003,1112345867,60
1004,1112345890,65
1005,1112345900,52
1006,1112411350,19
1007,1112345828,1
1008,1112411420,41
1009,1111887270,57
1010,1111952815,104
1011,1112149414,188
1012,1112214862,202
1013,1112214890,131
1014,1112214985,26
1015,1112280433,134
1016,1112280484,222
1017,1112280532,17
1018,1112345959,109
1019,1112345972,31
1020,1112345977,106
1021,1112346008,209
1022,1112346062,48
1023,1112346070,124
1024,1112411460,15
1025,1112411473,106
1026,1112411485,70
1027,1112411490,1
1028,1112411502,221
1029,1112411506,164
1030,1112411512,24
1031,1112411526,213
1032,1112411558,213
1033,1112411559,164
1034,1112411588,8
1035,1112411596,9
1036,1112411600,169
1037,1112411602,70
1038,1112411604,157
1039,1112411607,159
1040,1112280429,23
1041,1112280536,52
1042,1112345985,69
1043,1112411580,43
1044,1112411578,70
1045,1111559584,50
1046,1112214892,205
1047,1112346010,2
1048,1112411457,4
1049,1111035451,87
1050,1112215012,102
1051,1112215014,69
1052,1112215057,28
1053,1112215059,126
1054,1112215064,151
1055,1112215070,117
1056,1112280587,97
1057,1112346085,123
1058,1112346093,11
1059,1112346105,221
1060,1112346175,71
1061,1112411609,59
1062,1112411620,87
1063,1112411627,163
1064,1112411633,87
1065,1112411636,60
1066,1112411664,87
1067,1112411685,0
1068,1112411686,147
1069,1112411692,10
1070,1112149552,194
1071,1112215003,169
1072,1112215006,161
1073,1112215029,4
1074,1112215051,118
1075,1112215077,183
1076,1112215097,15
1077,1112346155,50
1078,1112215066,20
1079,1112215080,2
1080,1112280592,109
1081,1112346094,1
1082,1112346130,134
1083,1111887409,2
1084,1112346171,23
1085,1112411643,142
1086,1112411648,20
1087,1112149638,5
1088,1112215114,69
1089,1112215124,115
1090,1112215131,135
1091,1112215134,145
1092,1112215144,0
1093,1112215157,71
1094,1112215180,24
1095,1112215205,176
1096,1112215212,52
1097,1112215216,91
1098,1112215234,193
1099,1112346180,1
1100,1112346209,56
1101,1112411716,149
1102,1112411722,2
1103,1112411726,28
1104,1112411732,116
1105,1112411758,115
1106,1112411786,169
1107,1112411796,42
1108,1112411812,128
1109,1112411822,14
1110,1112215223,28
1111,1112280748,19
1112,1112280752,19
1113,1112346262,63
1114,1112411794,42
1115,1112411823,45
1116,1112346210,181
1117,1112215123,65
1118,1112215186,40
1119,1112215190,40
1120,1112346259,160
1121,1112215248,97
1122,1112215272,1
1123,1112215280,97
1124,1112215281,151
1125,1112215291,45
1126,1112215303,28
1127,1112215331,183
1128,1112280836,133
1129,1112280848,201
1130,1112280853,152
1131,1112280856,188
1132,1112280868,24
1133,1112280873,104
1134,1112280876,18
1135,1112280877,188
1136,1112346328,188
1137,1112346355,209
1138,1112346356,23
1139,1112346398,1
1140,1112411865,24
1141,1112411869,143
1142,1112411876,164
1143,1112411889,19
1144,1112411929,47
1145,1112411944,71
1146,1112411950,164
1147,1112215274,70
1148,1112215290,43
1149,1112215329,92
1150,1112280821,123
1151,1112346347,194
1152,1112411901,39
1153,1112149713,159
1154,1112280831,81
1155,1112346408,109
1156,1112346353,218
1157,1112215358,147
1158,1112215359,193
1159,1112215368,19
1160,1112215388,150
1161,1112215413,55
1162,1112215415,118
1163,1112280902,28
1164,1112280912,69
1165,1112280934,104
1166,1112280937,171
1167,1112280958,44
1168,1112280962,52
1169,1112280964,24
1170,1112346432,213
1171,1112346470,1
1172,1112346497,39
1173,1112411953,208
1174,1112411974,187
1175,1112411992,42
1176,1112411997,40
1177,1112412029,157
1178,1112280890,24
1179,1112280897,52
1180,1112280941,126
1181,1112280944,24
1182,1112280950,186
1183,1112280954,95
1184,1112346441,205
1185,1112346458,161
1186,1112346459,56
1187,1112346479,67
1188,1112280883,91
1189,1112346456,137
1190,1112346478,9
1191,1112411958,1
1192,1112215395,57
1193,1112280891,182
1194,1112215441,91
1195,1112215449,65
1196,1112215455,106
1197,1112215468,89
1198,1112280967,208
1199,1112280978,8
1200,1112280979,106
1201,1112280984,126
1202,1112280997,47
1203,1112281028,61
1204,1112281034,60
1205,1112281044,141
1206,1112281048,141
1207,1112346544,145
1208,1112346558,16
1209,1112346566,48
1210,1112346571,209
1211,1112346576,184
1212,1112412046,24
1213,1112412078,13
1214,1112412091,164
1215,1112412102,157
1216,1112412104,199
1217,1112412116,72
1218,1112412119,90
1219,1112215491,47
1220,1112280973,52
1221,1112346502,27
1222,1112346564,50
1223,1112412044,97
1224,1112412094,157
1225,1112412097,28
1226,1112346509,37
1227,1112346547,66
1228,1112412109,20
1229,1112019012,195
1230,1112215579,171
1231,1112215608,144
1232,1112215611,100
1233,1112281056,134
1234,1112281072,157
1235,1112281074,119
1236,1112281113,18
1237,1112281115,60
1238,1112281117,155
1239,1112281126,9
1240,1112281141,87
1241,1112281150,36
1242,1112346591,171
1243,1112346662,179
1244,1112346678,18
1245,1112346696,119
1246,1112346701,84
1247,1112412133,118
1248,1112412168,171
1249,1112412192,0
1250,1112412205,136
1251,1112412207,208
1252,1112412228,104
1253,1112412238,182
1254,1112281049,123
1255,1112346649,161
1256,1112412224,161
1257,1112215616,109
1258,1112412175,54
1259,1112215586,15
1260,1112281164,24
1261,1112346693,44
1262,1112346695,205
1263,1112412171,27
1264,1111822414,42
1265,1111822480,48
1266,1112150103,23
1267,1112215643,52
1268,1112215653,60
1269,1112215669,8
1270,1112215698,107
1271,1112281170,208
1272,1112281181,122
1273,1112281208,24
1274,1112281219,12
1275,1112281229,102
1276,1112281247,106
1277,1112346704,50
1278,1112346706,28
1279,1112346708,9
1280,1112346717,191
1281,1112346738,135
1282,1112346750,9
1283,1112346767,2
1284,1112346781,22
1285,1112412260,195
1286,1112412261,141
1287,1112412272,115
1288,1112412281,84
1289,1112412298,150
1290,1112412326,31
1291,1112215684,64
1292,1112215712,156
1293,1112281169,15
1294,1112346725,73
1295,1112346761,92
1296,1112412245,135
1297,1112412259,149
1298,1112412264,13
1299,1112215679,173
1300,1112346768,124
1301,1112215663,192
1302,1112346788,12
1303,1111953613,39
1304,1112084658,19
1305,1112215724,5
1306,1112215775,19
1307,1112281256,27
1308,1112281263,6
1309,1112281272,106
1310,1112281300,2
1311,1112281301,27
1312,1112281326,131
1313,1112281327,55
1314,1112281337,42
1315,1112346838,163
1316,1112346864,57
1317,1112346871,57
1318,1112412340,27
1319,1112412376,31
1320,1112412413,106
1321,1112412418,209
1322,1111953665,220
1323,1112150190,36
1324,1112150220,36
1325,1112281268,54
1326,1112281282,37
1327,1112346790,199
1328,1112346836,54
1329,1112346874,106
1330,1112346887,180
1331,1112346892,17
1332,1112412414,59
1333,1112215779,97
1334,1111822505,62
1335,1112346832,102
1336,1112346888,63
1337,1112412346,219
1338,1112412427,31
1339,1002377536,31
1340,1111888240,216
1341,1111953759,139
1342,1112215825,54
1343,1112215888,223
1344,1112215909,20
1345,1112281357,27
1346,1112281364,2
1347,1112281392,106
1348,1112281414,60
1349,1112281417,40
1350,1112281426,150
1351,1112281441,135
1352,1112281442,226
1353,1112281451,27
1354,1112346930,14
1355,1112346943,170
1356,1112346945,65
1357,1112346949,47
1358,1112346962,34
1359,1112346986,100
1360,1112346998,132
1361,1112412432,123
1362,1112412443,209
1363,1112412461,27
1364,1112412474,100
1365,1112215904,70
1366,1112346957,64
1367,1112346996,9
1368,1112412434,28
1369,1112412456,209
1370,1112412464,59
1371,1112412533,74
1372,1112281437,181
1373,1112019285,39
1374,1112346942,106
1375,1112346951,136
1376,1112084861,27
1377,1112084920,192
1378,1112215940,27
1379,1112215953,85
1380,1112215970,123
1381,1112215978,28
1382,1112215993,24
1383,1112216016,104
1384,1112281473,209
1385,1112281475,100
1386,1112281478,32
1387,1112281480,180
1388,1112281481,109
1389,1112281495,39
1390,1112281498,145
1391,1112281506,195
1392,1112281534,164
1393,1112281539,0
1394,1112281541,40
1395,1112281546,188
1396,1112347020,164
1397,1112347026,114
1398,1112347050,157
1399,1112347055,157
1400,1112347069,117
1401,1112347074,157
1402,1112347076,201
1403,1112347082,54
1404,1112347096,170
1405,1112412562,1
1406,1112412591,34
1407,1112412617,6
1408,1112412623,93
1409,1112412636,34
1410,1112412638,27
1411,1112215947,208
1412,1112347101,171
1413,1112412609,106
1414,1112216004,25
1415,1112281548,200
1416,1112412583,18
1417,1112019457,16
1418,1112150506,209
1419,1112216071,4
1420,1112216091,1
1421,1112216104,43
1422,1112216138,43
1423,1112216152,180
1424,1112281591,51
1425,1112281592,57
1426,1112281653,143
1427,1112281664,50
1428,1112281677,90
1429,1112281681,0
1430,1112281683,119
1431,1112347157,117
1432,1112347174,12
1433,1112347195,12
1434,1112347196,180
1435,1112347211,36
1436,1112347217,135
1437,1112347231,171
1438,1112347241,44
1439,1112412656,50
1440,1112412660,50
1441,1112412719,23
1442,1111102056,164
1443,1112150517,34
1444,1112281655,52
1445,1112281697,67
1446,1112347148,183
1447,1112347154,183
1448,1112412778,57
1449,1112412657,5
1450,1112412665,196
1451,1112412779,140
1452,1111888422,126
1453,1111953893,71
1454,1112084995,192
1455,1112281658,40
1456,1112281688,35
1457,1111364281,157
1458,1111495301,195
1459,1111888562,114
1460,1112150695,101
1461,1112216217,12
1462,1112216266,9
1463,1112281717,135
1464,1112281756,56
1465,1112281792,42
1466,1112281810,133
1467,1112281847,50
1468,1112347248,208
1469,1112347283,2
1470,1112347292,103
1471,1112347294,2
1472,1112347295,179
1473,1112347309,213
1474,1112347328,50
1475,1112347354,157
1476,1112412786,66
1477,1112412830,150
1478,1112412865,110
1479,1112412872,208
1480,1112412893,0
1481,1112412912,8
1482,1112412919,114
1483,1112216179,9
1484,1112347329,183
1485,1112347378,47
1486,1112412815,135
1487,1112412845,34
1488,1112412914,208
1489,1112281808,109
1490,1112412918,15
1491,1112019656,12
1492,1112281826,39
1493,1112347342,36
1494,1112347346,102
1495,1112412848,39
1496,1112085344,117
1497,1112085369,41
